type,quality,spot_per_kwh,per_kwh,kwh_usage_in_timeframe,utc_start_time,local_start_time,utc_end_time,local_end_time,renewables,tariff_info_season,tariff_info_period,spike_status,descriptor
Usage,billable,-0.35458,10.37666,0.186,2024-07-24T13:30:01Z,"24/07/2024, 11:30:01 pm",2024-07-24T14:00:00Z,"25/07/2024, 12:00:00 am",55.938,,offPeak,none,extremelyLow
Usage,billable,0.75532,11.53485,0.186,2024-07-24T13:00:01Z,"24/07/2024, 11:00:01 pm",2024-07-24T13:30:00Z,"24/07/2024, 11:30:00 pm",54.56100000000001,,offPeak,none,extremelyLow
Usage,billable,0.98449,11.77399,1.059,2024-07-24T12:30:01Z,"24/07/2024, 10:30:01 pm",2024-07-24T13:00:00Z,"24/07/2024, 11:00:00 pm",54.056000000000004,,offPeak,none,extremelyLow
Usage,billable,0.57293,11.34452,1.382,2024-07-24T12:00:01Z,"24/07/2024, 10:00:01 pm",2024-07-24T12:30:00Z,"24/07/2024, 10:30:00 pm",52.64,,offPeak,none,extremelyLow
Usage,billable,3.68351,14.59043,0.719,2024-07-24T11:30:01Z,"24/07/2024, 9:30:01 pm",2024-07-24T12:00:00Z,"24/07/2024, 10:00:00 pm",49.534,,offPeak,none,extremelyLow
Usage,billable,6.99335,18.04426,0.646,2024-07-24T11:00:01Z,"24/07/2024, 9:00:01 pm",2024-07-24T11:30:00Z,"24/07/2024, 9:30:00 pm",47.892,,offPeak,none,veryLow
Usage,billable,6.93835,30.85687,0.28,2024-07-24T10:30:01Z,"24/07/2024, 8:30:01 pm",2024-07-24T11:00:00Z,"24/07/2024, 9:00:00 pm",45.818,,peak,none,low
Usage,billable,7.07643,31.00096,0.221,2024-07-24T10:00:01Z,"24/07/2024, 8:00:01 pm",2024-07-24T10:30:00Z,"24/07/2024, 8:30:00 pm",44.778,,peak,none,low
Usage,billable,7.09348,31.01875,0.248,2024-07-24T09:30:01Z,"24/07/2024, 7:30:01 pm",2024-07-24T10:00:00Z,"24/07/2024, 8:00:00 pm",43.627,,peak,none,low
Usage,billable,9.59557,33.62969,0.318,2024-07-24T09:00:01Z,"24/07/2024, 7:00:01 pm",2024-07-24T09:30:00Z,"24/07/2024, 7:30:00 pm",42.526,,peak,none,low
Usage,billable,14.36818,38.60993,0.207,2024-07-24T08:30:01Z,"24/07/2024, 6:30:01 pm",2024-07-24T09:00:00Z,"24/07/2024, 7:00:00 pm",41.396,,peak,none,neutral
Usage,billable,15.91401,40.22301,0.458,2024-07-24T08:00:01Z,"24/07/2024, 6:00:01 pm",2024-07-24T08:30:00Z,"24/07/2024, 6:30:00 pm",40.964,,peak,none,neutral
Usage,billable,11.01762,35.1136,0.558,2024-07-24T07:30:01Z,"24/07/2024, 5:30:01 pm",2024-07-24T08:00:00Z,"24/07/2024, 6:00:00 pm",41.294,,peak,none,low
Usage,billable,4.25934,28.06131,0.618,2024-07-24T07:00:01Z,"24/07/2024, 5:00:01 pm",2024-07-24T07:30:00Z,"24/07/2024, 5:30:00 pm",43.167,,peak,none,low
Usage,billable,5.16267,29.00394,0.264,2024-07-24T06:30:01Z,"24/07/2024, 4:30:01 pm",2024-07-24T07:00:00Z,"24/07/2024, 5:00:00 pm",46.028999999999996,,peak,none,low
Usage,billable,2.15525,25.86568,0.238,2024-07-24T06:00:01Z,"24/07/2024, 4:00:01 pm",2024-07-24T06:30:00Z,"24/07/2024, 4:30:00 pm",49.817,,peak,none,low
Usage,billable,1.16362,24.83091,0.255,2024-07-24T05:30:01Z,"24/07/2024, 3:30:01 pm",2024-07-24T06:00:00Z,"24/07/2024, 4:00:00 pm",53.774,,peak,none,veryLow
Usage,billable,0.9845,24.644,0.275,2024-07-24T05:00:01Z,"24/07/2024, 3:00:01 pm",2024-07-24T05:30:00Z,"24/07/2024, 3:30:00 pm",54.681999999999995,,peak,none,veryLow
Usage,billable,0.82078,11.60316,0.412,2024-07-24T04:30:01Z,"24/07/2024, 2:30:01 pm",2024-07-24T05:00:00Z,"24/07/2024, 3:00:00 pm",55.004,,offPeak,none,extremelyLow
Usage,billable,1.04885,11.84115,0.408,2024-07-24T04:00:01Z,"24/07/2024, 2:00:01 pm",2024-07-24T04:30:00Z,"24/07/2024, 2:30:00 pm",55.839000000000006,,offPeak,none,extremelyLow
Usage,billable,1.38063,12.18736,0.294,2024-07-24T03:30:01Z,"24/07/2024, 1:30:01 pm",2024-07-24T04:00:00Z,"24/07/2024, 2:00:00 pm",57.62199999999999,,offPeak,none,extremelyLow
Usage,billable,2.76649,13.63351,0.259,2024-07-24T03:00:01Z,"24/07/2024, 1:00:01 pm",2024-07-24T03:30:00Z,"24/07/2024, 1:30:00 pm",59.21999999999999,,offPeak,none,extremelyLow
Usage,billable,-0.00884,10.73745,0.496,2024-07-24T02:30:01Z,"24/07/2024, 12:30:01 pm",2024-07-24T03:00:00Z,"24/07/2024, 1:00:00 pm",62.25000000000001,,offPeak,none,extremelyLow
Usage,billable,-0.47149,10.25467,1.461,2024-07-24T02:00:01Z,"24/07/2024, 12:00:01 pm",2024-07-24T02:30:00Z,"24/07/2024, 12:30:00 pm",64.46600000000001,,offPeak,none,extremelyLow
Usage,billable,-0.31242,10.42066,0.518,2024-07-24T01:30:01Z,"24/07/2024, 11:30:01 am",2024-07-24T02:00:00Z,"24/07/2024, 12:00:00 pm",63.836999999999996,,offPeak,none,extremelyLow
Usage,billable,1.23929,12.03987,0.526,2024-07-24T01:00:01Z,"24/07/2024, 11:00:01 am",2024-07-24T01:30:00Z,"24/07/2024, 11:30:00 am",62.622,,offPeak,none,extremelyLow
Usage,billable,0.49784,11.26617,0.518,2024-07-24T00:30:01Z,"24/07/2024, 10:30:01 am",2024-07-24T01:00:00Z,"24/07/2024, 11:00:00 am",62.13999999999999,,offPeak,none,extremelyLow
Usage,billable,1.97703,12.80971,0.63,2024-07-24T00:00:01Z,"24/07/2024, 10:00:01 am",2024-07-24T00:30:00Z,"24/07/2024, 10:30:00 am",58.838,,offPeak,none,extremelyLow
Usage,billable,-0.77842,9.93439,0.747,2024-07-23T23:30:01Z,"24/07/2024, 9:30:01 am",2024-07-24T00:00:00Z,"24/07/2024, 10:00:00 am",53.408,,offPeak,none,extremelyLow
Usage,billable,1.48056,12.29164,1.306,2024-07-23T23:00:01Z,"24/07/2024, 9:00:01 am",2024-07-23T23:30:00Z,"24/07/2024, 9:30:00 am",48.778,,offPeak,none,extremelyLow
Usage,billable,5.78825,16.78673,0.277,2024-07-23T22:30:01Z,"24/07/2024, 8:30:01 am",2024-07-23T23:00:00Z,"24/07/2024, 9:00:00 am",45.995000000000005,,offPeak,none,veryLow
Usage,billable,5.43087,16.41381,0.403,2024-07-23T22:00:01Z,"24/07/2024, 8:00:01 am",2024-07-23T22:30:00Z,"24/07/2024, 8:30:00 am",43.708000000000006,,offPeak,none,veryLow
Usage,billable,5.84789,16.84897,0.401,2024-07-23T21:30:01Z,"24/07/2024, 7:30:01 am",2024-07-23T22:00:00Z,"24/07/2024, 8:00:00 am",41.675000000000004,,offPeak,none,veryLow
Usage,billable,2.91378,13.78721,0.409,2024-07-23T21:00:01Z,"24/07/2024, 7:00:01 am",2024-07-23T21:30:00Z,"24/07/2024, 7:30:00 am",42.204,,offPeak,none,extremelyLow
Usage,billable,1.82943,12.65569,0.152,2024-07-23T20:30:01Z,"24/07/2024, 6:30:01 am",2024-07-23T21:00:00Z,"24/07/2024, 7:00:00 am",45.692,,offPeak,none,extremelyLow
Usage,billable,0.81431,11.59641,0.192,2024-07-23T20:00:01Z,"24/07/2024, 6:00:01 am",2024-07-23T20:30:00Z,"24/07/2024, 6:30:00 am",49.68,,offPeak,none,extremelyLow
Usage,billable,-1.06311,9.63731,0.12,2024-07-23T19:30:01Z,"24/07/2024, 5:30:01 am",2024-07-23T20:00:00Z,"24/07/2024, 6:00:00 am",52.88,,offPeak,none,extremelyLow
Usage,billable,-2.07299,8.5835,0.119,2024-07-23T19:00:01Z,"24/07/2024, 5:00:01 am",2024-07-23T19:30:00Z,"24/07/2024, 5:30:00 am",55.521,,offPeak,none,extremelyLow
Usage,billable,-2.65797,7.97307,0.119,2024-07-23T18:30:01Z,"24/07/2024, 4:30:01 am",2024-07-23T19:00:00Z,"24/07/2024, 5:00:00 am",56.06,,offPeak,none,extremelyLow
Usage,billable,-2.53,8.1066,0.121,2024-07-23T18:00:01Z,"24/07/2024, 4:00:01 am",2024-07-23T18:30:00Z,"24/07/2024, 4:30:00 am",57.557,,offPeak,none,extremelyLow
Usage,billable,-2.56043,8.07485,0.144,2024-07-23T17:30:01Z,"24/07/2024, 3:30:01 am",2024-07-23T18:00:00Z,"24/07/2024, 4:00:00 am",58.148999999999994,,offPeak,none,extremelyLow
Usage,billable,-2.59398,8.03984,0.147,2024-07-23T17:00:01Z,"24/07/2024, 3:00:01 am",2024-07-23T17:30:00Z,"24/07/2024, 3:30:00 am",59.421,,offPeak,none,extremelyLow
Usage,billable,-2.22076,8.4293,0.119,2024-07-23T16:30:01Z,"24/07/2024, 2:30:01 am",2024-07-23T17:00:00Z,"24/07/2024, 3:00:00 am",59.718,,offPeak,none,extremelyLow
Usage,billable,-1.92257,8.74046,0.119,2024-07-23T16:00:01Z,"24/07/2024, 2:00:01 am",2024-07-23T16:30:00Z,"24/07/2024, 2:30:00 am",59.122,,offPeak,none,extremelyLow
Usage,billable,-1.71265,8.95951,0.119,2024-07-23T15:30:01Z,"24/07/2024, 1:30:01 am",2024-07-23T16:00:00Z,"24/07/2024, 2:00:00 am",58.472,,offPeak,none,extremelyLow
Usage,billable,-0.63576,10.08325,0.131,2024-07-23T15:00:01Z,"24/07/2024, 1:00:01 am",2024-07-23T15:30:00Z,"24/07/2024, 1:30:00 am",58.577,,offPeak,none,extremelyLow
Usage,billable,-0.17544,10.5636,0.176,2024-07-23T14:30:01Z,"24/07/2024, 12:30:01 am",2024-07-23T15:00:00Z,"24/07/2024, 1:00:00 am",58.050999999999995,,offPeak,none,extremelyLow
Usage,billable,0.38939,11.153,0.145,2024-07-23T14:00:01Z,"24/07/2024, 12:00:01 am",2024-07-23T14:30:00Z,"24/07/2024, 12:30:00 am",56.253,,offPeak,none,extremelyLow
Usage,billable,0.82079,11.60317,0.179,2024-07-23T13:30:01Z,"23/07/2024, 11:30:01 pm",2024-07-23T14:00:00Z,"24/07/2024, 12:00:00 am",55.118,,offPeak,none,extremelyLow
Usage,billable,0.9845,11.774,0.177,2024-07-23T13:00:01Z,"23/07/2024, 11:00:01 pm",2024-07-23T13:30:00Z,"23/07/2024, 11:30:00 pm",53.801,,offPeak,none,extremelyLow
Usage,billable,0.81711,11.59933,0.258,2024-07-23T12:30:01Z,"23/07/2024, 10:30:01 pm",2024-07-23T13:00:00Z,"23/07/2024, 11:00:00 pm",54.057,,offPeak,none,extremelyLow
Usage,billable,0.86162,11.64577,0.235,2024-07-23T12:00:01Z,"23/07/2024, 10:00:01 pm",2024-07-23T12:30:00Z,"23/07/2024, 10:30:00 pm",51.79899999999999,,offPeak,none,extremelyLow
Usage,billable,1.062,11.85487,0.212,2024-07-23T11:30:01Z,"23/07/2024, 9:30:01 pm",2024-07-23T12:00:00Z,"23/07/2024, 10:00:00 pm",48.873,,offPeak,none,extremelyLow
Usage,billable,4.93217,15.89341,0.229,2024-07-23T11:00:01Z,"23/07/2024, 9:00:01 pm",2024-07-23T11:30:00Z,"23/07/2024, 9:30:00 pm",47.034,,offPeak,none,veryLow
Usage,billable,8.04619,32.0129,0.258,2024-07-23T10:30:01Z,"23/07/2024, 8:30:01 pm",2024-07-23T11:00:00Z,"23/07/2024, 9:00:00 pm",44.948,,peak,none,low
Usage,billable,9.17316,33.1889,0.53,2024-07-23T10:00:01Z,"23/07/2024, 8:00:01 pm",2024-07-23T10:30:00Z,"23/07/2024, 8:30:00 pm",42.909000000000006,,peak,none,low
Usage,billable,9.72374,33.76343,0.619,2024-07-23T09:30:01Z,"23/07/2024, 7:30:01 pm",2024-07-23T10:00:00Z,"23/07/2024, 8:00:00 pm",42.354,,peak,none,low
Usage,billable,10.86653,34.95594,0.653,2024-07-23T09:00:01Z,"23/07/2024, 7:00:01 pm",2024-07-23T09:30:00Z,"23/07/2024, 7:30:00 pm",41.318,,peak,none,low
Usage,billable,13.04112,37.22514,0.658,2024-07-23T08:30:01Z,"23/07/2024, 6:30:01 pm",2024-07-23T09:00:00Z,"23/07/2024, 7:00:00 pm",39.272,,peak,none,neutral
Usage,billable,14.97444,39.24256,0.374,2024-07-23T08:00:01Z,"23/07/2024, 6:00:01 pm",2024-07-23T08:30:00Z,"23/07/2024, 6:30:00 pm",36.577,,peak,none,neutral
Usage,billable,15.27374,39.55488,0.282,2024-07-23T07:30:01Z,"23/07/2024, 5:30:01 pm",2024-07-23T08:00:00Z,"23/07/2024, 6:00:00 pm",36.562,,peak,none,neutral
Usage,billable,14.87345,39.13718,0.218,2024-07-23T07:00:01Z,"23/07/2024, 5:00:01 pm",2024-07-23T07:30:00Z,"23/07/2024, 5:30:00 pm",36.119,,peak,none,neutral
Usage,billable,8.88036,32.88336,0.216,2024-07-23T06:30:01Z,"23/07/2024, 4:30:01 pm",2024-07-23T07:00:00Z,"23/07/2024, 5:00:00 pm",42.042,,peak,none,low
Usage,billable,3.46312,27.23045,0.209,2024-07-23T06:00:01Z,"23/07/2024, 4:00:01 pm",2024-07-23T06:30:00Z,"23/07/2024, 4:30:00 pm",51.833,,peak,none,low
Usage,billable,0.76639,24.4164,0.175,2024-07-23T05:30:01Z,"23/07/2024, 3:30:01 pm",2024-07-23T06:00:00Z,"23/07/2024, 4:00:00 pm",59.74,,peak,none,veryLow
Usage,billable,-1.6658,21.8784,0.221,2024-07-23T05:00:01Z,"23/07/2024, 3:00:01 pm",2024-07-23T05:30:00Z,"23/07/2024, 3:30:00 pm",64.535,,peak,none,veryLow
Usage,billable,-2.62072,8.01194,0.203,2024-07-23T04:30:01Z,"23/07/2024, 2:30:01 pm",2024-07-23T05:00:00Z,"23/07/2024, 3:00:00 pm",68.52000000000001,,offPeak,none,extremelyLow
Usage,billable,-4.4429,6.11048,0.213,2024-07-23T04:00:01Z,"23/07/2024, 2:00:01 pm",2024-07-23T04:30:00Z,"23/07/2024, 2:30:00 pm",73.667,,offPeak,none,extremelyLow
Usage,billable,-4.62422,5.92128,0.457,2024-07-23T03:30:01Z,"23/07/2024, 1:30:01 pm",2024-07-23T04:00:00Z,"23/07/2024, 2:00:00 pm",74.233,,offPeak,none,extremelyLow
Usage,billable,-5.0908,5.4344,0.448,2024-07-23T03:00:01Z,"23/07/2024, 1:00:01 pm",2024-07-23T03:30:00Z,"23/07/2024, 1:30:00 pm",74.335,,offPeak,none,extremelyLow
Usage,billable,-5.29247,5.22395,0.53,2024-07-23T02:30:01Z,"23/07/2024, 12:30:01 pm",2024-07-23T03:00:00Z,"23/07/2024, 1:00:00 pm",75.18599999999999,,offPeak,none,extremelyLow
Usage,billable,-5.20575,5.31445,1.45,2024-07-23T02:00:01Z,"23/07/2024, 12:00:01 pm",2024-07-23T02:30:00Z,"23/07/2024, 12:30:00 pm",73.65,,offPeak,none,extremelyLow
Usage,billable,-5.10913,5.41527,0.214,2024-07-23T01:30:01Z,"23/07/2024, 11:30:01 am",2024-07-23T02:00:00Z,"23/07/2024, 12:00:00 pm",71.514,,offPeak,none,extremelyLow
Usage,billable,-4.52448,6.02536,0.116,2024-07-23T01:00:01Z,"23/07/2024, 11:00:01 am",2024-07-23T01:30:00Z,"23/07/2024, 11:30:00 am",69.863,,offPeak,none,extremelyLow
Usage,billable,-3.50405,7.09018,0.153,2024-07-23T00:30:01Z,"23/07/2024, 10:30:01 am",2024-07-23T01:00:00Z,"23/07/2024, 11:00:00 am",68.497,,offPeak,none,extremelyLow
Usage,billable,-3.13732,7.47286,0.262,2024-07-23T00:00:01Z,"23/07/2024, 10:00:01 am",2024-07-23T00:30:00Z,"23/07/2024, 10:30:00 am",65.809,,offPeak,none,extremelyLow
Usage,billable,0.18781,10.94265,0.77,2024-07-22T23:30:01Z,"23/07/2024, 9:30:01 am",2024-07-23T00:00:00Z,"23/07/2024, 10:00:00 am",62.501,,offPeak,none,extremelyLow
Usage,billable,0.65706,11.43231,0.138,2024-07-22T23:00:01Z,"23/07/2024, 9:00:01 am",2024-07-22T23:30:00Z,"23/07/2024, 9:30:00 am",57.851,,offPeak,none,extremelyLow
Usage,billable,0.82135,11.60375,0.44,2024-07-22T22:30:01Z,"23/07/2024, 8:30:01 am",2024-07-22T23:00:00Z,"23/07/2024, 9:00:00 am",51.61599999999999,,offPeak,none,extremelyLow
Usage,billable,4.29788,15.23153,0.432,2024-07-22T22:00:01Z,"23/07/2024, 8:00:01 am",2024-07-22T22:30:00Z,"23/07/2024, 8:30:00 am",41.869,,offPeak,none,extremelyLow
Usage,billable,10.29189,21.4863,0.152,2024-07-22T21:30:01Z,"23/07/2024, 7:30:01 am",2024-07-22T22:00:00Z,"23/07/2024, 8:00:00 am",34.914,,offPeak,none,veryLow
Usage,billable,13.43928,24.77062,0.11,2024-07-22T21:00:01Z,"23/07/2024, 7:00:01 am",2024-07-22T21:30:00Z,"23/07/2024, 7:30:00 am",34.399,,offPeak,none,veryLow
Usage,billable,5.12848,16.09826,0.107,2024-07-22T20:30:01Z,"23/07/2024, 6:30:01 am",2024-07-22T21:00:00Z,"23/07/2024, 7:00:00 am",35.148,,offPeak,none,veryLow
Usage,billable,1.59563,12.41172,0.113,2024-07-22T20:00:01Z,"23/07/2024, 6:00:01 am",2024-07-22T20:30:00Z,"23/07/2024, 6:30:00 am",36.677,,offPeak,none,extremelyLow
Usage,billable,0.98525,11.77478,0.151,2024-07-22T19:30:01Z,"23/07/2024, 5:30:01 am",2024-07-22T20:00:00Z,"23/07/2024, 6:00:00 am",38.559,,offPeak,none,extremelyLow
Usage,billable,0.97222,11.76119,0.151,2024-07-22T19:00:01Z,"23/07/2024, 5:00:01 am",2024-07-22T19:30:00Z,"23/07/2024, 5:30:00 am",40.29,,offPeak,none,extremelyLow
Usage,billable,0.94104,11.72865,0.188,2024-07-22T18:30:01Z,"23/07/2024, 4:30:01 am",2024-07-22T19:00:00Z,"23/07/2024, 5:00:00 am",43.248999999999995,,offPeak,none,extremelyLow
Usage,billable,0.65707,11.43233,0.129,2024-07-22T18:00:01Z,"23/07/2024, 4:00:01 am",2024-07-22T18:30:00Z,"23/07/2024, 4:30:00 am",45.499,,offPeak,none,extremelyLow
Usage,billable,0.98449,11.77399,0.11,2024-07-22T17:30:01Z,"23/07/2024, 3:30:01 am",2024-07-22T18:00:00Z,"23/07/2024, 4:00:00 am",44.249,,offPeak,none,extremelyLow
Usage,billable,0.74799,11.5272,0.109,2024-07-22T17:00:01Z,"23/07/2024, 3:00:01 am",2024-07-22T17:30:00Z,"23/07/2024, 3:30:00 am",45.135,,offPeak,none,extremelyLow
Usage,billable,0.96617,11.75487,0.108,2024-07-22T16:30:01Z,"23/07/2024, 2:30:01 am",2024-07-22T17:00:00Z,"23/07/2024, 3:00:00 am",44.978,,offPeak,none,extremelyLow
Usage,billable,0.98597,11.77553,0.111,2024-07-22T16:00:01Z,"23/07/2024, 2:00:01 am",2024-07-22T16:30:00Z,"23/07/2024, 2:30:00 am",43.864,,offPeak,none,extremelyLow
Usage,billable,0.9867,11.7763,0.153,2024-07-22T15:30:01Z,"23/07/2024, 1:30:01 am",2024-07-22T16:00:00Z,"23/07/2024, 2:00:00 am",44.308,,offPeak,none,extremelyLow
Usage,billable,1.01237,11.80308,0.12,2024-07-22T15:00:01Z,"23/07/2024, 1:00:01 am",2024-07-22T15:30:00Z,"23/07/2024, 1:30:00 am",44.924,,offPeak,none,extremelyLow
Usage,billable,2.18063,13.02217,0.109,2024-07-22T14:30:01Z,"23/07/2024, 12:30:01 am",2024-07-22T15:00:00Z,"23/07/2024, 1:00:00 am",43.612,,offPeak,none,extremelyLow
Usage,billable,1.68264,12.50251,0.108,2024-07-22T14:00:01Z,"23/07/2024, 12:00:01 am",2024-07-22T14:30:00Z,"23/07/2024, 12:30:00 am",44,,offPeak,none,extremelyLow
Usage,billable,1.53931,12.35295,0.114,2024-07-22T13:30:01Z,"22/07/2024, 11:30:01 pm",2024-07-22T14:00:00Z,"23/07/2024, 12:00:00 am",43.107,,offPeak,none,extremelyLow
Usage,billable,2.59866,13.45838,0.114,2024-07-22T13:00:01Z,"22/07/2024, 11:00:01 pm",2024-07-22T13:30:00Z,"22/07/2024, 11:30:00 pm",40.403,,offPeak,none,extremelyLow
Usage,billable,1.0054,11.79581,0.161,2024-07-22T12:30:01Z,"22/07/2024, 10:30:01 pm",2024-07-22T13:00:00Z,"22/07/2024, 11:00:00 pm",40.044999999999995,,offPeak,none,extremelyLow
Usage,billable,4.65898,15.60834,0.185,2024-07-22T12:00:01Z,"22/07/2024, 10:00:01 pm",2024-07-22T12:30:00Z,"22/07/2024, 10:30:00 pm",38.937,,offPeak,none,veryLow
Usage,billable,7.75205,18.83597,0.205,2024-07-22T11:30:01Z,"22/07/2024, 9:30:01 pm",2024-07-22T12:00:00Z,"22/07/2024, 10:00:00 pm",38.102000000000004,,offPeak,none,veryLow
Usage,billable,8.99311,20.13102,0.142,2024-07-22T11:00:01Z,"22/07/2024, 9:00:01 pm",2024-07-22T11:30:00Z,"22/07/2024, 9:30:00 pm",35.082,,offPeak,none,veryLow
Usage,billable,11.31103,35.41978,0.142,2024-07-22T10:30:01Z,"22/07/2024, 8:30:01 pm",2024-07-22T11:00:00Z,"22/07/2024, 9:00:00 pm",32.199,,peak,none,low
Usage,billable,11.7907,35.92032,0.147,2024-07-22T10:00:01Z,"22/07/2024, 8:00:01 pm",2024-07-22T10:30:00Z,"22/07/2024, 8:30:00 pm",31.909,,peak,none,neutral
Usage,billable,13.64778,37.85819,0.192,2024-07-22T09:30:01Z,"22/07/2024, 7:30:01 pm",2024-07-22T10:00:00Z,"22/07/2024, 8:00:00 pm",30.635,,peak,none,neutral
Usage,billable,13.12375,37.31136,0.281,2024-07-22T09:00:01Z,"22/07/2024, 7:00:01 pm",2024-07-22T09:30:00Z,"22/07/2024, 7:30:00 pm",29.626,,peak,none,neutral
Usage,billable,15.03924,39.31018,0.251,2024-07-22T08:30:01Z,"22/07/2024, 6:30:01 pm",2024-07-22T09:00:00Z,"22/07/2024, 7:00:00 pm",28.15,,peak,none,neutral
Usage,billable,15.56899,39.86298,0.182,2024-07-22T08:00:01Z,"22/07/2024, 6:00:01 pm",2024-07-22T08:30:00Z,"22/07/2024, 6:30:00 pm",27.07,,peak,none,neutral
Usage,billable,16.00314,40.31602,0.212,2024-07-22T07:30:01Z,"22/07/2024, 5:30:01 pm",2024-07-22T08:00:00Z,"22/07/2024, 6:00:00 pm",24.576999999999998,,peak,none,neutral
Usage,billable,15.83524,40.14081,0.253,2024-07-22T07:00:01Z,"22/07/2024, 5:00:01 pm",2024-07-22T07:30:00Z,"22/07/2024, 5:30:00 pm",25.429000000000002,,peak,none,neutral
Usage,billable,13.63257,37.84232,0.256,2024-07-22T06:30:01Z,"22/07/2024, 4:30:01 pm",2024-07-22T07:00:00Z,"22/07/2024, 5:00:00 pm",28.194000000000003,,peak,none,neutral
Usage,billable,8.48152,32.46717,0.254,2024-07-22T06:00:01Z,"22/07/2024, 4:00:01 pm",2024-07-22T06:30:00Z,"22/07/2024, 4:30:00 pm",32.782,,peak,none,low
Usage,billable,4.76063,28.58441,0.227,2024-07-22T05:30:01Z,"22/07/2024, 3:30:01 pm",2024-07-22T06:00:00Z,"22/07/2024, 4:00:00 pm",40.463,,peak,none,low
Usage,billable,0.9757,24.63482,0.275,2024-07-22T05:00:01Z,"22/07/2024, 3:00:01 pm",2024-07-22T05:30:00Z,"22/07/2024, 3:30:00 pm",45.073,,peak,none,veryLow
Usage,billable,2.3441,13.19275,0.248,2024-07-22T04:30:01Z,"22/07/2024, 2:30:01 pm",2024-07-22T05:00:00Z,"22/07/2024, 3:00:00 pm",48.59,,offPeak,none,extremelyLow
Usage,billable,1.38943,12.19655,0.431,2024-07-22T04:00:01Z,"22/07/2024, 2:00:01 pm",2024-07-22T04:30:00Z,"22/07/2024, 2:30:00 pm",51.922000000000004,,offPeak,none,extremelyLow
Usage,billable,0.8539,11.63772,0.863,2024-07-22T03:30:01Z,"22/07/2024, 1:30:01 pm",2024-07-22T04:00:00Z,"22/07/2024, 2:00:00 pm",53.38699999999999,,offPeak,none,extremelyLow
Usage,billable,0.10688,10.8582,0.582,2024-07-22T03:00:01Z,"22/07/2024, 1:00:01 pm",2024-07-22T03:30:00Z,"22/07/2024, 1:30:00 pm",55.83,,offPeak,none,extremelyLow
Usage,billable,0.35843,11.12069,0.893,2024-07-22T02:30:01Z,"22/07/2024, 12:30:01 pm",2024-07-22T03:00:00Z,"22/07/2024, 1:00:00 pm",58.025000000000006,,offPeak,none,extremelyLow
Usage,billable,1.68813,12.50824,0.242,2024-07-22T02:00:01Z,"22/07/2024, 12:00:01 pm",2024-07-22T02:30:00Z,"22/07/2024, 12:30:00 pm",54.887,,offPeak,none,extremelyLow
Usage,billable,1.17407,11.97182,0.3,2024-07-22T01:30:01Z,"22/07/2024, 11:30:01 am",2024-07-22T02:00:00Z,"22/07/2024, 12:00:00 pm",55.106,,offPeak,none,extremelyLow
Usage,billable,0.82152,11.60393,0.307,2024-07-22T01:00:01Z,"22/07/2024, 11:00:01 am",2024-07-22T01:30:00Z,"22/07/2024, 11:30:00 am",58.196000000000005,,offPeak,none,extremelyLow
Usage,billable,0.29077,11.05009,0.564,2024-07-22T00:30:01Z,"22/07/2024, 10:30:01 am",2024-07-22T01:00:00Z,"22/07/2024, 11:00:00 am",55.672999999999995,,offPeak,none,extremelyLow
Usage,billable,-1.35062,9.33729,1.658,2024-07-22T00:00:01Z,"22/07/2024, 10:00:01 am",2024-07-22T00:30:00Z,"22/07/2024, 10:30:00 am",52.788999999999994,,offPeak,none,extremelyLow
Usage,billable,0.92131,11.70806,1.789,2024-07-21T23:30:01Z,"22/07/2024, 9:30:01 am",2024-07-22T00:00:00Z,"22/07/2024, 10:00:00 am",47.314,,offPeak,none,extremelyLow
Usage,billable,4.33112,15.26621,0.869,2024-07-21T23:00:01Z,"22/07/2024, 9:00:01 am",2024-07-21T23:30:00Z,"22/07/2024, 9:30:00 am",42.782,,offPeak,none,extremelyLow
Usage,billable,7.27364,18.33674,0.203,2024-07-21T22:30:01Z,"22/07/2024, 8:30:01 am",2024-07-21T23:00:00Z,"22/07/2024, 9:00:00 am",39.439,,offPeak,none,veryLow
Usage,billable,7.57585,18.6521,0.163,2024-07-21T22:00:01Z,"22/07/2024, 8:00:01 am",2024-07-21T22:30:00Z,"22/07/2024, 8:30:00 am",36.008,,offPeak,none,veryLow
Usage,billable,12.61741,23.91299,0.142,2024-07-21T21:30:01Z,"22/07/2024, 7:30:01 am",2024-07-21T22:00:00Z,"22/07/2024, 8:00:00 am",34.803,,offPeak,none,veryLow
Usage,billable,15.85863,27.29522,0.363,2024-07-21T21:00:01Z,"22/07/2024, 7:00:01 am",2024-07-21T21:30:00Z,"22/07/2024, 7:30:00 am",37.172,,offPeak,none,low
Usage,billable,11.35093,22.59141,0.152,2024-07-21T20:30:01Z,"22/07/2024, 6:30:01 am",2024-07-21T21:00:00Z,"22/07/2024, 7:00:00 am",41.373,,offPeak,none,veryLow
Usage,billable,4.37362,15.31056,0.132,2024-07-21T20:00:01Z,"22/07/2024, 6:00:01 am",2024-07-21T20:30:00Z,"22/07/2024, 6:30:00 am",45.128,,offPeak,none,extremelyLow
Usage,billable,0.9845,11.774,0.128,2024-07-21T19:30:01Z,"22/07/2024, 5:30:01 am",2024-07-21T20:00:00Z,"22/07/2024, 6:00:00 am",48.28,,offPeak,none,extremelyLow
