type,quality,spot_per_kwh,per_kwh,kwh_usage_in_timeframe,utc_start_time,local_start_time,utc_end_time,local_end_time,renewables,tariff_info_season,tariff_info_period,spike_status,descriptor
Usage,billable,8.41886,30.93114,0.731,2024-04-04T08:30:01Z,"04/04/2024, 7:30:01 pm",2024-04-04T09:00:00Z,"04/04/2024, 8:00:00 pm",22.102,,peak,none,low
Usage,billable,9.36401,31.91882,0.44,2024-04-04T08:00:01Z,"04/04/2024, 7:00:01 pm",2024-04-04T08:30:00Z,"04/04/2024, 7:30:00 pm",23.72,,peak,none,low
Usage,billable,8.6173,31.13851,0.47,2024-04-04T07:30:01Z,"04/04/2024, 6:30:01 pm",2024-04-04T08:00:00Z,"04/04/2024, 7:00:00 pm",25.781,,peak,none,low
Usage,billable,8.03342,30.52835,0.245,2024-04-04T07:00:01Z,"04/04/2024, 6:00:01 pm",2024-04-04T07:30:00Z,"04/04/2024, 6:30:00 pm",32.248,,peak,none,low
Usage,billable,3.7916,26.09565,0.123,2024-04-04T06:30:01Z,"04/04/2024, 5:30:01 pm",2024-04-04T07:00:00Z,"04/04/2024, 6:00:00 pm",37.461,,peak,none,veryLow
Usage,billable,-0.28181,21.83894,0.128,2024-04-04T06:00:01Z,"04/04/2024, 5:00:01 pm",2024-04-04T06:30:00Z,"04/04/2024, 5:30:00 pm",45.257,,peak,none,veryLow
Usage,billable,-2.2718,19.7594,1.256,2024-04-04T05:30:01Z,"04/04/2024, 4:30:01 pm",2024-04-04T06:00:00Z,"04/04/2024, 5:00:00 pm",52.04600000000001,,peak,none,veryLow
Usage,billable,-1.50987,20.55562,1.327,2024-04-04T05:00:01Z,"04/04/2024, 4:00:01 pm",2024-04-04T05:30:00Z,"04/04/2024, 4:30:00 pm",53.884,,peak,none,veryLow
Usage,billable,-0.97008,21.1197,1.367,2024-04-04T04:30:01Z,"04/04/2024, 3:30:01 pm",2024-04-04T05:00:00Z,"04/04/2024, 4:00:00 pm",54.318,,peak,none,veryLow
Usage,billable,-0.26917,21.85215,1.346,2024-04-04T04:00:01Z,"04/04/2024, 3:00:01 pm",2024-04-04T04:30:00Z,"04/04/2024, 3:30:00 pm",56.355999999999995,,peak,none,veryLow
Usage,billable,-3.7475,6.11729,1.347,2024-04-04T03:30:01Z,"04/04/2024, 2:30:01 pm",2024-04-04T04:00:00Z,"04/04/2024, 3:00:00 pm",55.706999999999994,,offPeak,none,extremelyLow
Usage,billable,-1.29942,8.67554,1.348,2024-04-04T03:00:01Z,"04/04/2024, 2:00:01 pm",2024-04-04T03:30:00Z,"04/04/2024, 2:30:00 pm",57.267,,offPeak,none,extremelyLow
Usage,billable,-3.51505,6.3602,1.335,2024-04-04T02:30:01Z,"04/04/2024, 1:30:01 pm",2024-04-04T03:00:00Z,"04/04/2024, 2:00:00 pm",55.976000000000006,,offPeak,none,extremelyLow
Usage,billable,-4.58095,5.24634,1.367,2024-04-04T02:00:01Z,"04/04/2024, 1:00:01 pm",2024-04-04T02:30:00Z,"04/04/2024, 1:30:00 pm",57.48,,offPeak,none,extremelyLow
Usage,billable,-4.65796,5.16586,1.406,2024-04-04T01:30:01Z,"04/04/2024, 12:30:01 pm",2024-04-04T02:00:00Z,"04/04/2024, 1:00:00 pm",58.236,,offPeak,none,extremelyLow
Usage,billable,-4.23553,5.6073,1.315,2024-04-04T01:00:01Z,"04/04/2024, 12:00:01 pm",2024-04-04T01:30:00Z,"04/04/2024, 12:30:00 pm",60.692,,offPeak,none,extremelyLow
Usage,billable,-4.94079,4.8703,1.352,2024-04-04T00:30:01Z,"04/04/2024, 11:30:01 am",2024-04-04T01:00:00Z,"04/04/2024, 12:00:00 pm",59.516000000000005,,offPeak,none,extremelyLow
Usage,billable,-2.51175,7.40865,0.933,2024-04-04T00:00:01Z,"04/04/2024, 11:00:01 am",2024-04-04T00:30:00Z,"04/04/2024, 11:30:00 am",56.383,,offPeak,none,extremelyLow
Usage,billable,-0.8646,9.12992,0.163,2024-04-03T23:30:01Z,"04/04/2024, 10:30:01 am",2024-04-04T00:00:00Z,"04/04/2024, 11:00:00 am",51.73,,offPeak,none,extremelyLow
Usage,billable,0.21497,10.25807,0.206,2024-04-03T23:00:01Z,"04/04/2024, 10:00:01 am",2024-04-03T23:30:00Z,"04/04/2024, 10:30:00 am",44.754,,offPeak,none,extremelyLow
Usage,billable,3.42954,13.6173,0.171,2024-04-03T22:30:01Z,"04/04/2024, 9:30:01 am",2024-04-03T23:00:00Z,"04/04/2024, 10:00:00 am",37.108000000000004,,offPeak,none,extremelyLow
Usage,billable,5.81444,16.10952,0.161,2024-04-03T22:00:01Z,"04/04/2024, 9:00:01 am",2024-04-03T22:30:00Z,"04/04/2024, 9:30:00 am",30.145,,offPeak,none,veryLow
Usage,billable,6.35778,16.67731,0.514,2024-04-03T21:30:01Z,"04/04/2024, 8:30:01 am",2024-04-03T22:00:00Z,"04/04/2024, 9:00:00 am",22.979,,offPeak,none,veryLow
Usage,billable,8.53214,18.94952,0.994,2024-04-03T21:00:01Z,"04/04/2024, 8:00:01 am",2024-04-03T21:30:00Z,"04/04/2024, 8:30:00 am",15.064,,offPeak,none,veryLow
Usage,billable,11.30892,21.85125,1.397,2024-04-03T20:30:01Z,"04/04/2024, 7:30:01 am",2024-04-03T21:00:00Z,"04/04/2024, 8:00:00 am",9.217,,offPeak,none,veryLow
Usage,billable,10.89943,21.42333,0.274,2024-04-03T20:00:01Z,"04/04/2024, 7:00:01 am",2024-04-03T20:30:00Z,"04/04/2024, 7:30:00 am",8.961,,offPeak,none,veryLow
Usage,billable,8.37408,18.78434,0.102,2024-04-03T19:30:01Z,"04/04/2024, 6:30:01 am",2024-04-03T20:00:00Z,"04/04/2024, 7:00:00 am",9.166,,offPeak,none,veryLow
Usage,billable,9.57347,20.03771,0.111,2024-04-03T19:00:01Z,"04/04/2024, 6:00:01 am",2024-04-03T19:30:00Z,"04/04/2024, 6:30:00 am",8.131,,offPeak,none,veryLow
Usage,billable,9.21011,19.65799,0.139,2024-04-03T18:30:01Z,"04/04/2024, 5:30:01 am",2024-04-03T19:00:00Z,"04/04/2024, 6:00:00 am",8.913,,offPeak,none,veryLow
Usage,billable,8.74666,19.17369,0.114,2024-04-03T18:00:01Z,"04/04/2024, 5:00:01 am",2024-04-03T18:30:00Z,"04/04/2024, 5:30:00 am",10.064,,offPeak,none,veryLow
Usage,billable,7.47511,17.84492,0.103,2024-04-03T17:30:01Z,"04/04/2024, 4:30:01 am",2024-04-03T18:00:00Z,"04/04/2024, 5:00:00 am",11.425,,offPeak,none,veryLow
Usage,billable,7.45321,17.82203,0.099,2024-04-03T17:00:01Z,"04/04/2024, 4:00:01 am",2024-04-03T17:30:00Z,"04/04/2024, 4:30:00 am",11.876000000000001,,offPeak,none,veryLow
Usage,billable,7.42618,17.79379,0.099,2024-04-03T16:30:01Z,"04/04/2024, 3:30:01 am",2024-04-03T17:00:00Z,"04/04/2024, 4:00:00 am",12.206,,offPeak,none,veryLow
Usage,billable,8.53582,18.95336,0.115,2024-04-03T16:00:01Z,"04/04/2024, 3:00:01 am",2024-04-03T16:30:00Z,"04/04/2024, 3:30:00 am",12.762,,offPeak,none,veryLow
Usage,billable,8.38845,18.79936,0.14,2024-04-03T15:30:01Z,"04/04/2024, 2:30:01 am",2024-04-03T16:00:00Z,"04/04/2024, 3:00:00 am",12.573,,offPeak,none,veryLow
Usage,billable,8.23047,18.63427,0.099,2024-04-03T15:00:01Z,"04/04/2024, 2:00:01 am",2024-04-03T15:30:00Z,"04/04/2024, 2:30:00 am",12.11,,offPeak,none,veryLow
Usage,billable,8.99737,19.43568,0.098,2024-04-03T14:30:01Z,"04/04/2024, 1:30:01 am",2024-04-03T15:00:00Z,"04/04/2024, 2:00:00 am",10.764,,offPeak,none,veryLow
Usage,billable,9.72022,20.19106,0.098,2024-04-03T14:00:01Z,"04/04/2024, 1:00:01 am",2024-04-03T14:30:00Z,"04/04/2024, 1:30:00 am",8.375,,offPeak,none,veryLow
Usage,billable,12.55445,23.15283,0.13,2024-04-03T13:30:01Z,"04/04/2024, 12:30:01 am",2024-04-03T14:00:00Z,"04/04/2024, 1:00:00 am",6.872,,offPeak,none,veryLow
Usage,billable,11.71416,22.27473,0.148,2024-04-03T13:00:01Z,"04/04/2024, 12:00:01 am",2024-04-03T13:30:00Z,"04/04/2024, 12:30:00 am",6.984,,offPeak,none,veryLow
Usage,billable,12.24752,22.83209,0.205,2024-04-03T12:30:01Z,"03/04/2024, 11:30:01 pm",2024-04-03T13:00:00Z,"04/04/2024, 12:00:00 am",7.922,,offPeak,none,veryLow
Usage,billable,13.40928,24.04613,0.232,2024-04-03T12:00:01Z,"03/04/2024, 11:00:01 pm",2024-04-03T12:30:00Z,"03/04/2024, 11:30:00 pm",7.832999999999999,,offPeak,none,veryLow
Usage,billable,13.12189,23.74581,0.217,2024-04-03T11:30:01Z,"03/04/2024, 10:30:01 pm",2024-04-03T12:00:00Z,"03/04/2024, 11:00:00 pm",7.215000000000001,,offPeak,none,veryLow
Usage,billable,14.7601,25.45773,0.158,2024-04-03T11:00:01Z,"03/04/2024, 10:00:01 pm",2024-04-03T11:30:00Z,"03/04/2024, 10:30:00 pm",7.153,,offPeak,none,veryLow
Usage,billable,11.14824,21.68334,0.206,2024-04-03T10:30:01Z,"03/04/2024, 9:30:01 pm",2024-04-03T11:00:00Z,"03/04/2024, 10:00:00 pm",6.783,,offPeak,none,veryLow
Usage,billable,13.3968,24.03309,0.312,2024-04-03T10:00:01Z,"03/04/2024, 9:00:01 pm",2024-04-03T10:30:00Z,"03/04/2024, 9:30:00 pm",5.119,,offPeak,none,veryLow
Usage,billable,14.92067,37.72553,0.257,2024-04-03T09:30:01Z,"03/04/2024, 8:30:01 pm",2024-04-03T10:00:00Z,"03/04/2024, 9:00:00 pm",4.9110000000000005,,peak,none,low
Usage,billable,17.12215,40.02608,0.326,2024-04-03T09:00:01Z,"03/04/2024, 8:00:01 pm",2024-04-03T09:30:00Z,"03/04/2024, 8:30:00 pm",4.3999999999999995,,peak,none,neutral
Usage,billable,24.02442,47.23895,0.262,2024-04-03T08:30:01Z,"03/04/2024, 7:30:01 pm",2024-04-03T09:00:00Z,"03/04/2024, 8:00:00 pm",3.6900000000000004,,peak,none,neutral
Usage,billable,26.30055,49.6175,0.212,2024-04-03T08:00:01Z,"03/04/2024, 7:00:01 pm",2024-04-03T08:30:00Z,"03/04/2024, 7:30:00 pm",3.6310000000000002,,peak,none,high
Usage,billable,26.8557,50.19764,0.267,2024-04-03T07:30:01Z,"03/04/2024, 6:30:01 pm",2024-04-03T08:00:00Z,"03/04/2024, 7:00:00 pm",5.496,,peak,none,high
Usage,billable,19.04782,42.0384,0.361,2024-04-03T07:00:01Z,"03/04/2024, 6:00:01 pm",2024-04-03T07:30:00Z,"03/04/2024, 6:30:00 pm",8.773,,peak,none,neutral
Usage,billable,16.48098,39.35605,0.466,2024-04-03T06:30:01Z,"03/04/2024, 5:30:01 pm",2024-04-03T07:00:00Z,"03/04/2024, 6:00:00 pm",13.535,,peak,none,low
Usage,billable,17.96006,40.90169,0.348,2024-04-03T06:00:01Z,"03/04/2024, 5:00:01 pm",2024-04-03T06:30:00Z,"03/04/2024, 5:30:00 pm",19.293,,peak,none,neutral
Usage,billable,5.86979,28.26736,0.477,2024-04-03T05:30:01Z,"03/04/2024, 4:30:01 pm",2024-04-03T06:00:00Z,"03/04/2024, 5:00:00 pm",21.903,,peak,none,veryLow
Usage,billable,2.01029,24.23418,0.647,2024-04-03T05:00:01Z,"03/04/2024, 4:00:01 pm",2024-04-03T05:30:00Z,"03/04/2024, 4:30:00 pm",23.888,,peak,none,veryLow
Usage,billable,1.44595,23.64445,0.683,2024-04-03T04:30:01Z,"03/04/2024, 3:30:01 pm",2024-04-03T05:00:00Z,"03/04/2024, 4:00:00 pm",26.915,,peak,none,veryLow
Usage,billable,7.94644,30.43746,0.584,2024-04-03T04:00:01Z,"03/04/2024, 3:00:01 pm",2024-04-03T04:30:00Z,"03/04/2024, 3:30:00 pm",29.895,,peak,none,low
Usage,billable,10.59528,21.1055,0.681,2024-04-03T03:30:01Z,"03/04/2024, 2:30:01 pm",2024-04-03T04:00:00Z,"03/04/2024, 3:00:00 pm",29.725,,offPeak,none,veryLow
Usage,billable,7.8548,18.2417,0.337,2024-04-03T03:00:01Z,"03/04/2024, 2:00:01 pm",2024-04-03T03:30:00Z,"03/04/2024, 2:30:00 pm",31.946,,offPeak,none,veryLow
Usage,billable,5.57669,15.86107,0.813,2024-04-03T02:30:01Z,"03/04/2024, 1:30:01 pm",2024-04-03T03:00:00Z,"03/04/2024, 2:00:00 pm",32.580999999999996,,offPeak,none,veryLow
Usage,billable,7.1886,17.54552,0.522,2024-04-03T02:00:01Z,"03/04/2024, 1:00:01 pm",2024-04-03T02:30:00Z,"03/04/2024, 1:30:00 pm",31.415,,offPeak,none,veryLow
Usage,billable,6.6953,17.03002,1.302,2024-04-03T01:30:01Z,"03/04/2024, 12:30:01 pm",2024-04-03T02:00:00Z,"03/04/2024, 1:00:00 pm",32.534,,offPeak,none,veryLow
Usage,billable,7.23192,17.59079,1.518,2024-04-03T01:00:01Z,"03/04/2024, 12:00:01 pm",2024-04-03T01:30:00Z,"03/04/2024, 12:30:00 pm",33.653,,offPeak,none,veryLow
Usage,billable,7.5778,17.95223,1.52,2024-04-03T00:30:01Z,"03/04/2024, 11:30:01 am",2024-04-03T01:00:00Z,"03/04/2024, 12:00:00 pm",33.062000000000005,,offPeak,none,veryLow
Usage,billable,12.76462,23.37246,1.491,2024-04-03T00:00:01Z,"03/04/2024, 11:00:01 am",2024-04-03T00:30:00Z,"03/04/2024, 11:30:00 am",29.670999999999996,,offPeak,none,veryLow
Usage,billable,8.46538,18.87975,1.507,2024-04-02T23:30:01Z,"03/04/2024, 10:30:01 am",2024-04-03T00:00:00Z,"03/04/2024, 11:00:00 am",30.302,,offPeak,none,veryLow
Usage,billable,8.46742,18.88188,1.51,2024-04-02T23:00:01Z,"03/04/2024, 10:00:01 am",2024-04-02T23:30:00Z,"03/04/2024, 10:30:00 am",27.899,,offPeak,none,veryLow
Usage,billable,12.21112,22.79405,1.543,2024-04-02T22:30:01Z,"03/04/2024, 9:30:01 am",2024-04-02T23:00:00Z,"03/04/2024, 10:00:00 am",25.75,,offPeak,none,veryLow
Usage,billable,11.05544,21.58636,1.718,2024-04-02T22:00:01Z,"03/04/2024, 9:00:01 am",2024-04-02T22:30:00Z,"03/04/2024, 9:30:00 am",22.298000000000002,,offPeak,none,veryLow
Usage,billable,8.26869,18.67421,1.335,2024-04-02T21:30:01Z,"03/04/2024, 8:30:01 am",2024-04-02T22:00:00Z,"03/04/2024, 9:00:00 am",16.903000000000002,,offPeak,none,veryLow
Usage,billable,6.99494,17.34314,0.303,2024-04-02T21:00:01Z,"03/04/2024, 8:00:01 am",2024-04-02T21:30:00Z,"03/04/2024, 8:30:00 am",9.65,,offPeak,none,veryLow
Usage,billable,14.16604,24.83694,0.203,2024-04-02T20:30:01Z,"03/04/2024, 7:30:01 am",2024-04-02T21:00:00Z,"03/04/2024, 8:00:00 am",5.749,,offPeak,none,veryLow
Usage,billable,14.24947,24.92413,0.217,2024-04-02T20:00:01Z,"03/04/2024, 7:00:01 am",2024-04-02T20:30:00Z,"03/04/2024, 7:30:00 am",6.447,,offPeak,none,veryLow
Usage,billable,12.40898,23.00081,0.186,2024-04-02T19:30:01Z,"03/04/2024, 6:30:01 am",2024-04-02T20:00:00Z,"03/04/2024, 7:00:00 am",7.425,,offPeak,none,veryLow
Usage,billable,11.24064,21.7799,0.146,2024-04-02T19:00:01Z,"03/04/2024, 6:00:01 am",2024-04-02T19:30:00Z,"03/04/2024, 6:30:00 am",8.196,,offPeak,none,veryLow
Usage,billable,11.09089,21.62341,0.182,2024-04-02T18:30:01Z,"03/04/2024, 5:30:01 am",2024-04-02T19:00:00Z,"03/04/2024, 6:00:00 am",9.74,,offPeak,none,veryLow
Usage,billable,10.32518,20.82324,0.14,2024-04-02T18:00:01Z,"03/04/2024, 5:00:01 am",2024-04-02T18:30:00Z,"03/04/2024, 5:30:00 am",11.523,,offPeak,none,veryLow
Usage,billable,8.97622,19.41358,0.108,2024-04-02T17:30:01Z,"03/04/2024, 4:30:01 am",2024-04-02T18:00:00Z,"03/04/2024, 5:00:00 am",10.954,,offPeak,none,veryLow
Usage,billable,8.77699,19.20538,0.106,2024-04-02T17:00:01Z,"03/04/2024, 4:00:01 am",2024-04-02T17:30:00Z,"03/04/2024, 4:30:00 am",11.833,,offPeak,none,veryLow
Usage,billable,7.89304,18.28166,0.108,2024-04-02T16:30:01Z,"03/04/2024, 3:30:01 am",2024-04-02T17:00:00Z,"03/04/2024, 4:00:00 am",11.636000000000001,,offPeak,none,veryLow
Usage,billable,8.30935,18.7167,0.145,2024-04-02T16:00:01Z,"03/04/2024, 3:00:01 am",2024-04-02T16:30:00Z,"03/04/2024, 3:30:00 am",11.466999999999999,,offPeak,none,veryLow
Usage,billable,7.42454,17.79207,0.127,2024-04-02T15:30:01Z,"03/04/2024, 2:30:01 am",2024-04-02T16:00:00Z,"03/04/2024, 3:00:00 am",13.572000000000001,,offPeak,none,veryLow
Usage,billable,6.84625,17.18776,0.105,2024-04-02T15:00:01Z,"03/04/2024, 2:00:01 am",2024-04-02T15:30:00Z,"03/04/2024, 2:30:00 am",15.709999999999999,,offPeak,none,veryLow
Usage,billable,6.55767,16.8862,0.105,2024-04-02T14:30:01Z,"03/04/2024, 1:30:01 am",2024-04-02T15:00:00Z,"03/04/2024, 2:00:00 am",16.935,,offPeak,none,veryLow
Usage,billable,7.33087,17.69419,0.114,2024-04-02T14:00:01Z,"03/04/2024, 1:00:01 am",2024-04-02T14:30:00Z,"03/04/2024, 1:30:00 am",17.402,,offPeak,none,veryLow
Usage,billable,7.26016,17.6203,0.146,2024-04-02T13:30:01Z,"03/04/2024, 12:30:01 am",2024-04-02T14:00:00Z,"03/04/2024, 1:00:00 am",16.391,,offPeak,none,veryLow
Usage,billable,8.997,19.4353,0.123,2024-04-02T13:00:01Z,"03/04/2024, 12:00:01 am",2024-04-02T13:30:00Z,"03/04/2024, 12:30:00 am",17.599999999999998,,offPeak,none,veryLow
Usage,billable,9.29762,19.74944,0.137,2024-04-02T12:30:01Z,"02/04/2024, 11:30:01 pm",2024-04-02T13:00:00Z,"03/04/2024, 12:00:00 am",20.116999999999997,,offPeak,none,veryLow
Usage,billable,9.12528,19.56935,0.202,2024-04-02T12:00:01Z,"02/04/2024, 11:00:01 pm",2024-04-02T12:30:00Z,"02/04/2024, 11:30:00 pm",21.587999999999997,,offPeak,none,veryLow
Usage,billable,9.42451,19.88204,0.239,2024-04-02T11:30:01Z,"02/04/2024, 10:30:01 pm",2024-04-02T12:00:00Z,"02/04/2024, 11:00:00 pm",21.417,,offPeak,none,veryLow
Usage,billable,8.57179,18.99095,0.531,2024-04-02T11:00:01Z,"02/04/2024, 10:00:01 pm",2024-04-02T11:30:00Z,"02/04/2024, 10:30:00 pm",23.282,,offPeak,none,veryLow
Usage,billable,7.53279,17.9052,0.53,2024-04-02T10:30:01Z,"02/04/2024, 9:30:01 pm",2024-04-02T11:00:00Z,"02/04/2024, 10:00:00 pm",24.305,,offPeak,none,veryLow
Usage,billable,8.20899,18.61182,0.539,2024-04-02T10:00:01Z,"02/04/2024, 9:00:01 pm",2024-04-02T10:30:00Z,"02/04/2024, 9:30:00 pm",25.506,,offPeak,none,veryLow
Usage,billable,8.7912,31.32023,0.621,2024-04-02T09:30:01Z,"02/04/2024, 8:30:01 pm",2024-04-02T10:00:00Z,"02/04/2024, 9:00:00 pm",27.792,,peak,none,low
Usage,billable,8.95455,31.49093,0.32,2024-04-02T09:00:01Z,"02/04/2024, 8:00:01 pm",2024-04-02T09:30:00Z,"02/04/2024, 8:30:00 pm",30.215999999999998,,peak,none,low
Usage,billable,9.07381,31.61556,0.79,2024-04-02T08:30:01Z,"02/04/2024, 7:30:01 pm",2024-04-02T09:00:00Z,"02/04/2024, 8:00:00 pm",31.587,,peak,none,low
Usage,billable,8.05109,30.54682,0.288,2024-04-02T08:00:01Z,"02/04/2024, 7:00:01 pm",2024-04-02T08:30:00Z,"02/04/2024, 7:30:00 pm",37.042,,peak,none,low
Usage,billable,7.32226,29.78519,0.287,2024-04-02T07:30:01Z,"02/04/2024, 6:30:01 pm",2024-04-02T08:00:00Z,"02/04/2024, 7:00:00 pm",38.002,,peak,none,low
Usage,billable,3.89559,26.20432,0.33,2024-04-02T07:00:01Z,"02/04/2024, 6:00:01 pm",2024-04-02T07:30:00Z,"02/04/2024, 6:30:00 pm",46.332,,peak,none,veryLow
Usage,billable,0.6142,22.77527,2.218,2024-04-02T06:30:01Z,"02/04/2024, 5:30:01 pm",2024-04-02T07:00:00Z,"02/04/2024, 6:00:00 pm",49.363,,peak,none,veryLow
Usage,billable,1.01948,23.19879,1.431,2024-04-02T06:00:01Z,"02/04/2024, 5:00:01 pm",2024-04-02T06:30:00Z,"02/04/2024, 5:30:00 pm",60.577000000000005,,peak,none,veryLow
Usage,billable,-2.58647,19.43057,1.446,2024-04-02T05:30:01Z,"02/04/2024, 4:30:01 pm",2024-04-02T06:00:00Z,"02/04/2024, 5:00:00 pm",61.089000000000006,,peak,none,veryLow
Usage,billable,-2.39085,19.63499,0.487,2024-04-02T05:00:01Z,"02/04/2024, 4:00:01 pm",2024-04-02T05:30:00Z,"02/04/2024, 4:30:00 pm",65.819,,peak,none,veryLow
Usage,billable,-4.8389,17.07678,0.121,2024-04-02T04:30:01Z,"02/04/2024, 3:30:01 pm",2024-04-02T05:00:00Z,"02/04/2024, 4:00:00 pm",66.55,,peak,none,veryLow
Usage,billable,-5.5638,16.31926,0.101,2024-04-02T04:00:01Z,"02/04/2024, 3:00:01 pm",2024-04-02T04:30:00Z,"02/04/2024, 3:30:00 pm",63.153999999999996,,peak,none,veryLow
Usage,billable,-6.23263,3.52033,0.118,2024-04-02T03:30:01Z,"02/04/2024, 2:30:01 pm",2024-04-02T04:00:00Z,"02/04/2024, 3:00:00 pm",57.769999999999996,,offPeak,none,extremelyLow
Usage,billable,-6.90197,2.82087,0.13,2024-04-02T03:00:01Z,"02/04/2024, 2:00:01 pm",2024-04-02T03:30:00Z,"02/04/2024, 2:30:00 pm",53.078,,offPeak,none,extremelyLow
Usage,billable,-6.83338,2.89255,0.103,2024-04-02T02:30:01Z,"02/04/2024, 1:30:01 pm",2024-04-02T03:00:00Z,"02/04/2024, 2:00:00 pm",52.84799999999999,,offPeak,none,extremelyLow
Usage,billable,-7.69796,1.98906,0.107,2024-04-02T02:00:01Z,"02/04/2024, 1:00:01 pm",2024-04-02T02:30:00Z,"02/04/2024, 1:30:00 pm",49.236999999999995,,offPeak,none,extremelyLow
Usage,billable,-7.43052,2.26854,0.123,2024-04-02T01:30:01Z,"02/04/2024, 12:30:01 pm",2024-04-02T02:00:00Z,"02/04/2024, 1:00:00 pm",55.053,,offPeak,none,extremelyLow
Usage,billable,-6.73372,2.99669,0.125,2024-04-02T01:00:01Z,"02/04/2024, 12:00:01 pm",2024-04-02T01:30:00Z,"02/04/2024, 12:30:00 pm",55.425999999999995,,offPeak,none,extremelyLow
Usage,billable,-5.9314,3.83512,0.102,2024-04-02T00:30:01Z,"02/04/2024, 11:30:01 am",2024-04-02T01:00:00Z,"02/04/2024, 12:00:00 pm",52.976,,offPeak,none,extremelyLow
Usage,billable,-5.30046,4.49445,0.102,2024-04-02T00:00:01Z,"02/04/2024, 11:00:01 am",2024-04-02T00:30:00Z,"02/04/2024, 11:30:00 am",56.089,,offPeak,none,extremelyLow
Usage,billable,-4.48315,5.34854,0.128,2024-04-01T23:30:01Z,"02/04/2024, 10:30:01 am",2024-04-02T00:00:00Z,"02/04/2024, 11:00:00 am",64.895,,offPeak,none,extremelyLow
Usage,billable,-3.11583,6.77739,0.121,2024-04-01T23:00:01Z,"02/04/2024, 10:00:01 am",2024-04-01T23:30:00Z,"02/04/2024, 10:30:00 am",61.405,,offPeak,none,extremelyLow
Usage,billable,-3.72008,6.14595,0.102,2024-04-01T22:30:01Z,"02/04/2024, 9:30:01 am",2024-04-01T23:00:00Z,"02/04/2024, 10:00:00 am",53.73,,offPeak,none,extremelyLow
Usage,billable,-1.57877,8.38362,0.102,2024-04-01T22:00:01Z,"02/04/2024, 9:00:01 am",2024-04-01T22:30:00Z,"02/04/2024, 9:30:00 am",48.782,,offPeak,none,extremelyLow
Usage,billable,2.43444,12.57742,0.122,2024-04-01T21:30:01Z,"02/04/2024, 8:30:01 am",2024-04-01T22:00:00Z,"02/04/2024, 9:00:00 am",39.451,,offPeak,none,extremelyLow
Usage,billable,4.71151,14.95696,0.127,2024-04-01T21:00:01Z,"02/04/2024, 8:00:01 am",2024-04-01T21:30:00Z,"02/04/2024, 8:30:00 am",35.406,,offPeak,none,veryLow
Usage,billable,5.85452,16.1514,0.102,2024-04-01T20:30:01Z,"02/04/2024, 7:30:01 am",2024-04-01T21:00:00Z,"02/04/2024, 8:00:00 am",35.148,,offPeak,none,veryLow
Usage,billable,6.69705,17.03185,0.103,2024-04-01T20:00:01Z,"02/04/2024, 7:00:01 am",2024-04-01T20:30:00Z,"02/04/2024, 7:30:00 am",33.487,,offPeak,none,veryLow
Usage,billable,5.35532,15.62974,0.121,2024-04-01T19:30:01Z,"02/04/2024, 6:30:01 am",2024-04-01T20:00:00Z,"02/04/2024, 7:00:00 am",32.206,,offPeak,none,veryLow
Usage,billable,2.07057,12.19718,0.13,2024-04-01T19:00:01Z,"02/04/2024, 6:00:01 am",2024-04-01T19:30:00Z,"02/04/2024, 6:30:00 am",34.147,,offPeak,none,extremelyLow
Usage,billable,2.56708,12.71603,0.102,2024-04-01T18:30:01Z,"02/04/2024, 5:30:01 am",2024-04-01T19:00:00Z,"02/04/2024, 6:00:00 am",33.184000000000005,,offPeak,none,extremelyLow
Usage,billable,2.86991,13.03249,0.102,2024-04-01T18:00:01Z,"02/04/2024, 5:00:01 am",2024-04-01T18:30:00Z,"02/04/2024, 5:30:00 am",34.719,,offPeak,none,extremelyLow
Usage,billable,1.37299,11.4682,0.122,2024-04-01T17:30:01Z,"02/04/2024, 4:30:01 am",2024-04-01T18:00:00Z,"02/04/2024, 5:00:00 am",37.806,,offPeak,none,extremelyLow
Usage,billable,1.62946,11.73622,0.128,2024-04-01T17:00:01Z,"02/04/2024, 4:00:01 am",2024-04-01T17:30:00Z,"02/04/2024, 4:30:00 am",38.535000000000004,,offPeak,none,extremelyLow
Usage,billable,1.54862,11.65174,0.102,2024-04-01T16:30:01Z,"02/04/2024, 3:30:01 am",2024-04-01T17:00:00Z,"02/04/2024, 4:00:00 am",39.196,,offPeak,none,extremelyLow
Usage,billable,0.82078,10.89115,0.103,2024-04-01T16:00:01Z,"02/04/2024, 3:00:01 am",2024-04-01T16:30:00Z,"02/04/2024, 3:30:00 am",42.315999999999995,,offPeak,none,extremelyLow
Usage,billable,1.5486,11.65172,0.13,2024-04-01T15:30:01Z,"02/04/2024, 2:30:01 am",2024-04-01T16:00:00Z,"02/04/2024, 3:00:00 am",33.695,,offPeak,none,extremelyLow
Usage,billable,1.56218,11.66591,0.121,2024-04-01T15:00:01Z,"02/04/2024, 2:00:01 am",2024-04-01T15:30:00Z,"02/04/2024, 2:30:00 am",28.538000000000004,,offPeak,none,extremelyLow
Usage,billable,4.3356,14.56413,0.101,2024-04-01T14:30:01Z,"02/04/2024, 1:30:01 am",2024-04-01T15:00:00Z,"02/04/2024, 2:00:00 am",20.806,,offPeak,none,veryLow
